Date,State,County,Code,Code.1,Name,Bldgs,Units,Value,Bldgs.1,Units.1,Value.1,Bldgs.2,Units.2,Value.2,Bldgs.3,Units.3,Value.3,Bldgs.4,Units.4,Value.4,Bldgs.5,Units.5,Value.5,Bldgs.6,Units.6,Value.6,Bldgs.7,Units.7,Value.7
2021-10-01,53,33,4,9,King County                                                 ,252,252,101135632,15,30,8292197,10,33,6436227,23,1719,233979771,159,159,62689019,15,30,8292197,10,33,6436227,20,1688,230928468
2021-10-01,53,35,4,9,Kitsap County                                               ,85,85,29402710,1,2,140534,0,0,0,11,200,19980091,85,85,29402710,1,2,140534,0,0,0,11,200,19980091
2021-10-01,53,53,4,9,Pierce County                                               ,259,259,77940730,7,14,2411367,1,4,737149,13,170,23323059,254,254,76519361,7,14,2411367,1,4,737149,12,155,20832995
2021-10-01,53,55,4,9,San Juan County                                             ,10,10,2667067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10-01,53,59,4,9,Skamania County                                             ,4,4,1426345,0,0,0,0,0,0,0,0,0,4,4,1426345,0,0,0,0,0,0,0,0,0
2021-10-01,53,61,4,9,Snohomish County                                            ,156,156,46011083,2,4,849833,0,0,0,11,309,34626821,122,122,34228741,1,2,628527,0,0,0,4,60,6408060
2018-03-01,53,5,4,9,Benton County                 ,114,114,34521900,0,0,0,0,0,0,1,26,2448540,55,55,16160637,0,0,0,0,0,0,0,0,0
2018-03-01,53,11,4,9,Clark County                  ,266,266,72497451,1,2,77228,0,0,0,3,52,4249823,76,76,14875662,1,2,77228,0,0,0,1,24,1311728
2018-03-01,53,21,4,9,Franklin County               ,52,52,13616406,2,4,675589,0,0,0,0,0,0,8,8,2833043,0,0,0,0,0,0,0,0,0
2018-03-01,53,31,4,9,Jefferson County              ,13,13,2888925,0,0,0,0,0,0,0,0,0,13,13,2888925,0,0,0,0,0,0,0,0,0
2018-03-01,53,33,4,9,King County                   ,448,448,172717025,19,38,8766632,13,41,7100401,21,1886,263890681,341,341,127273158,18,36,8137132,13,41,7100401,17,1760,248768326
2018-03-01,53,35,4,9,Kitsap County                 ,91,91,28170565,1,2,279125,0,0,0,0,0,0,91,91,28170565,1,2,279125,0,0,0,0,0,0
2018-03-01,53,53,4,9,Pierce County                 ,255,255,75467200,3,6,1140092,6,24,3990152,2,21,2443843,250,250,73886281,3,6,1140092,6,24,3990152,2,21,2443843
2018-03-01,53,55,4,9,San Juan County               ,13,13,2907700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-01,53,59,4,9,Skamania County               ,2,2,476073,0,0,0,0,0,0,0,0,0,2,2,476073,0,0,0,0,0,0,0,0,0
2018-03-01,53,61,4,9,Snohomish County              ,174,174,51051221,6,12,2698763,1,3,538207,4,70,3433256,135,135,39971238,5,10,2253488,1,3,538207,3,65,2814748
2017-10-01,53,5,4,9,Benton County                 ,95,95,28823235,1,2,265501,1,3,406674,2,31,2840554,37,37,11781622,0,0,0,0,0,0,0,0,0
2017-10-01,53,11,4,9,Clark County                  ,220,220,63267103,2,4,378491,0,0,0,5,159,13196720,62,62,15246597,2,4,378491,0,0,0,2,133,10472325
2017-10-01,53,21,4,9,Franklin County               ,51,51,12525663,1,2,337795,0,0,0,0,0,0,5,5,868414,0,0,0,0,0,0,0,0,0
2017-10-01,53,31,4,9,Jefferson County              ,18,18,3170989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-01,53,33,4,9,King County                   ,299,299,111164296,15,30,6142821,12,41,8401944,30,1702,363171636,232,232,80620439,15,30,6142821,12,41,8401944,27,1603,350652233
2017-10-01,53,35,4,9,Kitsap County                 ,71,71,20998329,0,0,0,0,0,0,0,0,0,71,71,20998329,0,0,0,0,0,0,0,0,0
2017-10-01,53,53,4,9,Pierce County                 ,299,299,88906683,2,4,705114,0,0,0,4,161,26814003,294,294,87350433,1,2,401320,0,0,0,4,161,26814003
2017-10-01,53,55,4,9,San Juan County               ,12,12,2807303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-01,53,59,4,9,Skamania County               ,5,5,1085566,0,0,0,0,0,0,0,0,0,2,2,450000,0,0,0,0,0,0,0,0,0
2017-10-01,53,61,4,9,Snohomish County              ,244,244,67180751,9,18,4662707,0,0,0,1,9,893224,192,192,51916232,9,18,4662707,0,0,0,1,9,893224
2017-06-01,53,5,4,9,Benton County                 ,89,89,26939726,1,2,265501,0,0,0,1,28,2636889,30,30,8578463,0,0,0,0,0,0,0,0,0
2017-06-01,53,11,4,9,Clark County                  ,213,213,63445301,2,4,480515,0,0,0,3,55,4403882,23,23,5752089,2,4,480515,0,0,0,1,24,1155307
2017-06-01,53,21,4,9,Franklin County               ,56,56,14193287,2,4,675589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-06-01,53,31,4,9,Jefferson County              ,10,10,2031648,0,0,0,0,0,0,0,0,0,10,10,2031648,0,0,0,0,0,0,0,0,0
2017-06-01,53,33,4,9,King County                   ,456,456,167943437,15,30,5908678,7,21,4067586,20,1067,121870533,365,365,127155084,14,28,5279178,7,21,4067586,17,974,109920447
2017-06-01,53,35,4,9,Kitsap County                 ,108,108,32694966,0,0,0,1,3,433787,0,0,0,92,92,28906864,0,0,0,0,0,0,0,0,0
2017-06-01,53,53,4,9,Pierce County                 ,298,298,76283795,2,4,863844,2,8,1062989,3,150,39731326,295,295,75150485,2,4,863844,2,8,1062989,3,150,39731326
2017-06-01,53,55,4,9,San Juan County               ,13,13,3032303,0,0,0,0,0,0,0,0,0,1,1,225000,0,0,0,0,0,0,0,0,0
2017-06-01,53,59,4,9,Skamania County               ,6,6,1542422,0,0,0,0,0,0,0,0,0,2,2,695000,0,0,0,0,0,0,0,0,0
2017-06-01,53,61,4,9,Snohomish County              ,209,209,64334722,2,4,798261,1,3,397500,1,5,618508,183,183,57596710,1,2,352986,1,3,397500,0,0,0
2017-07-01,53,5,4,9,Benton County                 ,69,69,20384151,0,0,0,0,0,0,1,13,1224270,14,14,3261196,0,0,0,0,0,0,0,0,0
2017-07-01,53,11,4,9,Clark County                  ,190,190,54731666,0,0,0,0,0,0,5,79,5278330,32,32,7019242,0,0,0,0,0,0,3,60,3278389
2017-07-01,53,21,4,9,Franklin County               ,45,45,11339791,2,4,675589,0,0,0,0,0,0,1,1,172695,0,0,0,0,0,0,0,0,0
2017-07-01,53,31,4,9,Jefferson County              ,23,23,3874524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-01,53,33,4,9,King County                   ,395,395,134006644,13,26,5464002,12,43,9064665,23,623,157511827,355,355,115892123,13,26,5464002,12,43,9064665,22,593,154330487
2017-07-01,53,35,4,9,Kitsap County                 ,88,88,22912364,1,2,363086,0,0,0,0,0,0,88,88,22912364,1,2,363086,0,0,0,0,0,0
2017-07-01,53,53,4,9,Pierce County                 ,236,236,70532055,1,2,297070,0,0,0,24,328,36241277,233,233,69529237,1,2,297070,0,0,0,24,328,36241277
2017-07-01,53,55,4,9,San Juan County               ,9,9,1709912,0,0,0,0,0,0,0,0,0,9,9,1709912,0,0,0,0,0,0,0,0,0
2017-07-01,53,59,4,9,Skamania County               ,10,10,2445174,0,0,0,0,0,0,0,0,0,10,10,2445174,0,0,0,0,0,0,0,0,0
2017-07-01,53,61,4,9,Snohomish County              ,278,278,78488968,2,4,975620,0,0,0,5,133,14632588,212,212,59796358,2,4,975620,0,0,0,4,128,14014080
2017-11-01,53,5,4,9,Benton County                 ,73,73,21400678,1,2,265501,0,0,0,1,21,1977667,29,29,7710914,0,0,0,0,0,0,0,0,0
2017-11-01,53,11,4,9,Clark County                  ,224,224,60555579,0,0,0,1,4,502720,5,79,6741566,42,42,6643799,0,0,0,1,4,502720,3,56,4327651
2017-11-01,53,21,4,9,Franklin County               ,42,42,10634306,2,4,675589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-01,53,31,4,9,Jefferson County              ,12,12,2797254,0,0,0,0,0,0,0,0,0,12,12,2797254,0,0,0,0,0,0,0,0,0
2017-11-01,53,33,4,9,King County                   ,304,304,118865757,22,44,8814104,10,32,7406657,17,1961,287991099,240,240,90030547,21,42,8184604,9,29,6206657,14,1876,277229461
2017-11-01,53,35,4,9,Kitsap County                 ,55,55,17654973,0,0,0,0,0,0,0,0,0,55,55,17654973,0,0,0,0,0,0,0,0,0
2017-11-01,53,53,4,9,Pierce County                 ,202,202,59099624,1,2,508572,1,4,746242,3,102,6902623,181,181,52097956,1,2,508572,1,4,746242,3,102,6902623
2017-11-01,53,55,4,9,San Juan County               ,8,8,1871536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-01,53,59,4,9,Skamania County               ,7,7,1587798,0,0,0,0,0,0,0,0,0,7,7,1587798,0,0,0,0,0,0,0,0,0
2017-11-01,53,61,4,9,Snohomish County              ,171,171,48444893,4,8,2434332,1,3,469680,5,76,8430642,158,158,44260009,4,8,2434332,1,3,469680,5,76,8430642
2018-02-01,53,5,4,9,Benton County                 ,76,76,23773212,0,0,0,0,0,0,2,24,2194475,21,21,7593741,0,0,0,0,0,0,0,0,0
2018-02-01,53,11,4,9,Clark County                  ,211,211,61773545,4,8,616531,1,3,352317,2,21,2206928,53,53,13951515,4,8,616531,0,0,0,0,0,0
2018-02-01,53,21,4,9,Franklin County               ,43,43,11709076,2,4,675589,0,0,0,0,0,0,8,8,3131401,0,0,0,0,0,0,0,0,0
2018-02-01,53,31,4,9,Jefferson County              ,13,13,2283862,1,2,302414,0,0,0,0,0,0,6,6,1205833,0,0,0,0,0,0,0,0,0
2018-02-01,53,33,4,9,King County                   ,357,357,135424650,15,30,6819892,16,56,11895793,27,644,94768221,280,280,101896884,14,28,6190392,15,53,10695793,24,570,85419282
2018-02-01,53,35,4,9,Kitsap County                 ,86,86,24789398,0,0,0,0,0,0,1,107,26606369,86,86,24789398,0,0,0,0,0,0,1,107,26606369
2018-02-01,53,53,4,9,Pierce County                 ,198,198,60855736,4,8,1164667,1,4,664555,1,136,19932357,194,194,59508679,4,8,1164667,1,4,664555,1,136,19932357
2018-02-01,53,55,4,9,San Juan County               ,9,9,1770195,0,0,0,0,0,0,0,0,0,9,9,1770195,0,0,0,0,0,0,0,0,0
2018-02-01,53,59,4,9,Skamania County               ,2,2,999544,0,0,0,0,0,0,0,0,0,2,2,999544,0,0,0,0,0,0,0,0,0
2018-02-01,53,61,4,9,Snohomish County              ,164,164,44868744,3,6,1262944,0,0,0,3,37,4413622,127,127,34408268,3,6,1262944,0,0,0,3,37,4413622
2019-10-01,53,5,4,9,Benton County                 ,102,102,29980278,4,8,1398524,0,0,0,2,36,3878304,70,70,21223885,2,4,683569,0,0,0,1,5,766414
2019-10-01,53,11,4,9,Clark County                  ,275,275,80630038,0,0,0,0,0,0,4,123,12129299,112,112,31101162,0,0,0,0,0,0,4,123,12129299
2019-10-01,53,21,4,9,Franklin County               ,49,49,13440888,0,0,0,0,0,0,0,0,0,6,6,2078315,0,0,0,0,0,0,0,0,0
2019-10-01,53,31,4,9,Jefferson County              ,12,12,3215252,0,0,0,0,0,0,0,0,0,2,2,662919,0,0,0,0,0,0,0,0,0
2019-10-01,53,33,4,9,King County                   ,290,290,114676180,29,58,13151828,18,61,11772166,32,904,155445669,210,210,78729529,29,58,13151828,16,55,10042377,29,626,132228710
2019-10-01,53,35,4,9,Kitsap County                 ,70,70,21621312,1,2,394632,0,0,0,3,18,793680,70,70,21621312,1,2,394632,0,0,0,3,18,793680
2019-10-01,53,53,4,9,Pierce County                 ,263,263,77709177,1,2,303862,0,0,0,3,39,4002665,260,260,76728879,1,2,303862,0,0,0,2,28,2990746
2019-10-01,53,55,4,9,San Juan County               ,12,12,2993055,0,0,0,0,0,0,0,0,0,1,1,700000,0,0,0,0,0,0,0,0,0
2019-10-01,53,59,4,9,Skamania County               ,2,2,374991,2,4,350000,0,0,0,0,0,0,2,2,374991,2,4,350000,0,0,0,0,0,0
2019-10-01,53,61,4,9,Snohomish County              ,234,234,72295791,1,2,520582,4,12,2310838,6,85,9096200,216,216,67130194,1,2,520582,4,12,2310838,4,43,4588050
2020-03-01,53,5,4,9,Benton County                 ,91,91,27674414,4,8,1470358,0,0,0,1,24,2409205,59,59,18918021,2,4,755403,0,0,0,0,0,0
2020-03-01,53,11,4,9,Clark County                  ,269,269,79152268,0,0,0,0,0,0,8,210,25564209,257,257,76194384,0,0,0,0,0,0,8,210,25564209
2020-03-01,53,21,4,9,Franklin County               ,46,46,12471586,0,0,0,0,0,0,0,0,0,4,4,1373259,0,0,0,0,0,0,0,0,0
2020-03-01,53,31,4,9,Jefferson County              ,10,10,2325642,0,0,0,0,0,0,0,0,0,2,2,283776,0,0,0,0,0,0,0,0,0
2020-03-01,53,33,4,9,King County                   ,297,297,121226390,21,42,12446525,22,73,15330368,20,591,56941489,227,227,93877039,21,42,12446525,21,70,14800837,18,560,52890377
2020-03-01,53,35,4,9,Kitsap County                 ,67,67,21395704,0,0,0,0,0,0,1,5,251599,56,56,18720053,0,0,0,0,0,0,0,0,0
2020-03-01,53,53,4,9,Pierce County                 ,256,256,72015424,3,6,1507042,0,0,0,0,0,0,256,256,72015424,3,6,1507042,0,0,0,0,0,0
2020-03-01,53,55,4,9,San Juan County               ,13,13,2772886,0,0,0,0,0,0,0,0,0,13,13,2772886,0,0,0,0,0,0,0,0,0
2020-03-01,53,59,4,9,Skamania County               ,8,8,1841226,0,0,0,0,0,0,0,0,0,8,8,1841226,0,0,0,0,0,0,0,0,0
2020-03-01,53,61,4,9,Snohomish County              ,222,222,68913023,5,10,2567177,2,8,1891292,7,392,50919787,200,200,60419335,5,10,2567177,2,8,1891292,6,366,47986641
2019-06-01,53,5,4,9,Benton County                 ,95,95,25195777,0,0,0,0,0,0,0,0,0,60,60,13992719,0,0,0,0,0,0,0,0,0
2019-06-01,53,11,4,9,Clark County                  ,256,256,73615254,4,8,1478804,0,0,0,7,246,25196368,93,93,24123081,4,8,1478804,0,0,0,7,246,25196368
2019-06-01,53,21,4,9,Franklin County               ,51,51,14498831,0,0,0,0,0,0,0,0,0,8,8,3136258,0,0,0,0,0,0,0,0,0
2019-06-01,53,31,4,9,Jefferson County              ,16,16,3755563,0,0,0,0,0,0,0,0,0,6,6,1203230,0,0,0,0,0,0,0,0,0
2019-06-01,53,33,4,9,King County                   ,308,308,130026427,18,36,7503499,7,23,4911903,13,626,75188581,208,208,83934693,17,34,6753499,6,20,4556362,10,410,58033143
2019-06-01,53,35,4,9,Kitsap County                 ,76,76,22602338,3,6,1527723,0,0,0,0,0,0,76,76,22602338,3,6,1527723,0,0,0,0,0,0
2019-06-01,53,53,4,9,Pierce County                 ,257,257,74785692,7,14,2532626,0,0,0,2,33,3624750,254,254,73805394,7,14,2532626,0,0,0,1,24,2796816
2019-06-01,53,55,4,9,San Juan County               ,18,18,3052709,8,16,1876900,0,0,0,0,0,0,6,6,551194,8,16,1876900,0,0,0,0,0,0
2019-06-01,53,59,4,9,Skamania County               ,9,9,2507759,0,0,0,0,0,0,0,0,0,9,9,2507759,0,0,0,0,0,0,0,0,0
2019-06-01,53,61,4,9,Snohomish County              ,279,279,86050995,0,0,0,0,0,0,12,230,28873113,262,262,81151489,0,0,0,0,0,0,10,197,25322781
2021-07-01,53,5,4,9,Benton County                                               ,111,111,33535162,0,0,0,0,0,0,2,26,3446737,33,33,10142506,0,0,0,0,0,0,0,0,0
2021-07-01,53,11,4,9,Clark County                                                ,328,328,93296545,1,2,478420,8,30,3371152,4,79,10212623,208,208,57579567,0,0,0,6,24,2322730,0,0,0
2021-07-01,53,21,4,9,Franklin County                                             ,54,54,14734880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-01,53,31,4,9,Jefferson County                                            ,21,21,4841519,0,0,0,0,0,0,0,0,0,5,5,953509,0,0,0,0,0,0,0,0,0
2021-07-01,53,33,4,9,King County                                                 ,336,336,126863147,23,46,8661797,16,53,9588640,18,1098,152029485,194,194,70900922,22,44,8037297,15,50,9088128,13,1042,145468206
2021-07-01,53,35,4,9,Kitsap County                                               ,117,117,37235441,0,0,0,0,0,0,18,398,41837889,117,117,37235441,0,0,0,0,0,0,18,398,41837889
2021-07-01,53,53,4,9,Pierce County                                               ,181,181,56430973,1,2,290000,0,0,0,4,44,6121623,176,176,55009604,1,2,290000,0,0,0,3,29,3631559
2021-07-01,53,55,4,9,San Juan County                                             ,15,15,3986496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-07-01,53,59,4,9,Skamania County                                             ,6,6,1692709,0,0,0,0,0,0,0,0,0,6,6,1692709,0,0,0,0,0,0,0,0,0
2021-07-01,53,61,4,9,Snohomish County                                            ,179,179,52312752,2,4,1340103,3,10,2872001,8,149,16831906,149,149,43341640,2,4,1340103,3,10,2872001,4,60,6600000
2017-08-01,53,5,4,9,Benton County                 ,86,86,24520587,0,0,0,0,0,0,2,75,7073984,33,33,8022223,0,0,0,0,0,0,1,48,4531269
2017-08-01,53,11,4,9,Clark County                  ,241,241,68255643,0,0,0,0,0,0,3,59,4192499,69,69,15974269,0,0,0,0,0,0,1,30,1150911
2017-08-01,53,21,4,9,Franklin County               ,51,51,12925268,3,6,1013384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-01,53,31,4,9,Jefferson County              ,19,19,4255320,0,0,0,0,0,0,0,0,0,19,19,4255320,0,0,0,0,0,0,0,0,0
2017-08-01,53,33,4,9,King County                   ,384,384,146395352,13,26,5698265,9,30,5708220,19,1491,223561978,280,280,103418305,13,26,5698265,9,30,5708220,15,1353,207023779
2017-08-01,53,35,4,9,Kitsap County                 ,78,78,20855329,0,0,0,0,0,0,2,76,3994180,78,78,20855329,0,0,0,0,0,0,2,76,3994180
2017-08-01,53,53,4,9,Pierce County                 ,277,277,85782585,5,10,984532,2,8,1684997,2,271,41919210,255,255,78531879,5,10,984532,2,8,1684997,2,271,41919210
2017-08-01,53,55,4,9,San Juan County               ,16,16,3575187,0,0,0,0,0,0,0,0,0,2,2,300000,0,0,0,0,0,0,0,0,0
2017-08-01,53,59,4,9,Skamania County               ,11,11,2334188,0,0,0,0,0,0,0,0,0,11,11,2334188,0,0,0,0,0,0,0,0,0
2017-08-01,53,61,4,9,Snohomish County              ,260,260,71218424,5,10,2477880,1,3,320000,8,161,17295848,239,239,65860683,4,8,2032605,1,3,320000,7,156,16677340
2019-09-01,53,5,4,9,Benton County                 ,73,73,20864697,0,0,0,0,0,0,0,0,0,68,68,19099773,0,0,0,0,0,0,0,0,0
2019-09-01,53,11,4,9,Clark County                  ,254,254,71487375,0,0,0,1,4,479430,4,82,7800176,121,121,31218126,0,0,0,1,4,479430,4,82,7800176
2019-09-01,53,21,4,9,Franklin County               ,41,41,11554712,0,0,0,0,0,0,0,0,0,5,5,2041860,0,0,0,0,0,0,0,0,0
2019-09-01,53,31,4,9,Jefferson County              ,18,18,4645470,0,0,0,0,0,0,0,0,0,18,18,4645470,0,0,0,0,0,0,0,0,0
2019-09-01,53,33,4,9,King County                   ,310,310,121142329,17,34,7837355,10,35,6588331,21,1461,201882204,250,250,94133184,17,34,7837355,9,32,6087819,18,1192,179461882
2019-09-01,53,35,4,9,Kitsap County                 ,80,80,24497787,0,0,0,0,0,0,2,30,5615869,80,80,24497787,0,0,0,0,0,0,2,30,5615869
2019-09-01,53,53,4,9,Pierce County                 ,214,214,65873201,0,0,0,4,14,2167672,7,361,46011091,213,213,65536088,0,0,0,4,14,2167672,7,361,46011091
2019-09-01,53,55,4,9,San Juan County               ,16,16,2546595,0,0,0,0,0,0,0,0,0,6,6,462000,0,0,0,0,0,0,0,0,0
2019-09-01,53,59,4,9,Skamania County               ,5,5,1101578,0,0,0,0,0,0,0,0,0,5,5,1101578,0,0,0,0,0,0,0,0,0
2019-09-01,53,61,4,9,Snohomish County              ,182,182,58101556,1,2,201344,2,7,1511668,3,31,4218621,172,172,55954232,1,2,201344,2,7,1511668,2,20,3188516
2021-08-01,53,5,4,9,Benton County                                               ,109,109,33038073,4,8,1165612,5,19,2100955,1,21,3134237,44,44,13131566,2,4,574489,5,19,2100955,0,0,0
2021-08-01,53,11,4,9,Clark County                                                ,347,347,93453141,1,2,478420,16,62,5960431,5,281,342497618,218,218,55018268,0,0,0,14,56,4912009,1,198,331767900
2021-08-01,53,21,4,9,Franklin County                                             ,58,58,15874499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-01,53,31,4,9,Jefferson County                                            ,22,22,4683987,0,0,0,0,0,0,0,0,0,6,6,795977,0,0,0,0,0,0,0,0,0
2021-08-01,53,33,4,9,King County                                                 ,327,327,123929293,39,78,14214063,21,71,18627729,16,2005,196263015,214,214,80253027,39,78,14214063,21,71,18627729,14,1979,193812725
2021-08-01,53,35,4,9,Kitsap County                                               ,102,102,32491967,0,0,0,1,4,1059864,11,232,26707547,102,102,32491967,0,0,0,1,4,1059864,11,232,26707547
2021-08-01,53,53,4,9,Pierce County                                               ,232,232,69495463,1,2,524950,0,0,0,10,788,101353132,228,228,68425140,1,2,524950,0,0,0,10,788,101353132
2021-08-01,53,55,4,9,San Juan County                                             ,13,13,3503863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-08-01,53,59,4,9,Skamania County                                             ,10,10,2678233,0,0,0,0,0,0,0,0,0,10,10,2678233,0,0,0,0,0,0,0,0,0
2021-08-01,53,61,4,9,Snohomish County                                            ,213,213,62484366,2,4,1175650,1,3,625500,6,232,25800082,178,178,51539883,2,4,1175650,1,3,625500,1,5,971842
2017-04-01,53,5,4,9,Benton County                 ,80,80,23692435,1,2,265501,0,0,0,1,24,2260191,32,32,8760739,0,0,0,0,0,0,0,0,0
2017-04-01,53,11,4,9,Clark County                  ,207,207,61334510,3,6,247704,0,0,0,10,185,13127520,53,53,14557961,3,6,247704,0,0,0,8,162,10713605
2017-04-01,53,21,4,9,Franklin County               ,45,45,11412173,1,2,337795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-01,53,31,4,9,Jefferson County              ,19,19,3455480,0,0,0,0,0,0,0,0,0,2,2,460657,0,0,0,0,0,0,0,0,0
2017-04-01,53,33,4,9,King County                   ,389,389,151396797,15,30,5243305,13,45,6779309,20,1114,158093568,348,348,132762009,15,30,5243305,13,45,6779309,18,1049,150527365
2017-04-01,53,35,4,9,Kitsap County                 ,91,91,25481176,0,0,0,0,0,0,3,41,4299620,91,91,25481176,0,0,0,0,0,0,3,41,4299620
2017-04-01,53,53,4,9,Pierce County                 ,283,283,84536113,2,4,574280,0,0,0,7,227,12386592,278,278,82784460,2,4,574280,0,0,0,7,227,12386592
2017-04-01,53,55,4,9,San Juan County               ,14,14,3008361,0,0,0,1,3,500000,0,0,0,3,3,435000,0,0,0,1,3,500000,0,0,0
2017-04-01,53,59,4,9,Skamania County               ,2,2,559372,0,0,0,0,0,0,0,0,0,2,2,559372,0,0,0,0,0,0,0,0,0
2017-04-01,53,61,4,9,Snohomish County              ,156,156,44413468,1,2,594051,0,0,0,1,5,618508,123,123,34979203,1,2,594051,0,0,0,0,0,0
2017-12-01,53,5,4,9,Benton County                 ,64,64,19497051,0,0,0,1,3,406674,1,21,1977667,17,17,4861586,0,0,0,0,0,0,0,0,0
2017-12-01,53,11,4,9,Clark County                  ,225,225,60824906,0,0,0,1,3,352317,9,174,13258666,44,44,6962393,0,0,0,0,0,0,7,151,10844751
2017-12-01,53,21,4,9,Franklin County               ,46,46,11485027,2,4,675589,0,0,0,0,0,0,2,2,317931,0,0,0,0,0,0,0,0,0
2017-12-01,53,31,4,9,Jefferson County              ,13,13,2156998,0,0,0,0,0,0,0,0,0,4,4,571503,0,0,0,0,0,0,0,0,0
2017-12-01,53,33,4,9,King County                   ,345,345,130506519,12,24,6148737,18,62,13728540,20,1105,140170795,279,279,104397476,11,22,5775146,18,62,13728540,17,1025,131317059
2017-12-01,53,35,4,9,Kitsap County                 ,74,74,22629873,0,0,0,0,0,0,0,0,0,74,74,22629873,0,0,0,0,0,0,0,0,0
2017-12-01,53,53,4,9,Pierce County                 ,231,231,72028765,0,0,0,0,0,0,4,51,7656993,231,231,72028765,0,0,0,0,0,0,4,51,7656993
2017-12-01,53,55,4,9,San Juan County               ,6,6,1403652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-01,53,59,4,9,Skamania County               ,3,3,635566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-01,53,61,4,9,Snohomish County              ,193,193,53421745,4,8,1498514,1,4,713159,4,144,13912605,127,127,34649378,4,8,1498514,1,4,713159,3,139,13294097
2018-01-01,53,5,4,9,Benton County                 ,60,60,19047784,2,4,650501,0,0,0,1,19,1789318,34,34,10604685,1,2,385000,0,0,0,0,0,0
2018-01-01,53,11,4,9,Clark County                  ,203,203,55673544,0,0,0,0,0,0,3,45,3877419,49,49,8913616,0,0,0,0,0,0,1,24,1670491
2018-01-01,53,21,4,9,Franklin County               ,46,46,11573987,1,2,337795,0,0,0,0,0,0,1,1,161814,0,0,0,0,0,0,0,0,0
2018-01-01,53,31,4,9,Jefferson County              ,13,13,2760950,0,0,0,0,0,0,0,0,0,13,13,2760950,0,0,0,0,0,0,0,0,0
2018-01-01,53,33,4,9,King County                   ,369,369,143519408,17,34,7237529,6,22,3592610,12,335,36824174,276,276,104349725,16,32,6608029,6,22,3592610,8,243,25787500
2018-01-01,53,35,4,9,Kitsap County                 ,69,69,21881793,3,6,819720,0,0,0,0,0,0,69,69,21881793,3,6,819720,0,0,0,0,0,0
2018-01-01,53,53,4,9,Pierce County                 ,228,228,64470899,2,4,732663,2,7,1232298,7,258,29651281,228,228,64470899,2,4,732663,2,7,1232298,7,258,29651281
2018-01-01,53,55,4,9,San Juan County               ,7,7,1637594,1,2,216000,0,0,0,0,0,0,0,0,0,1,2,216000,0,0,0,0,0,0
2018-01-01,53,59,4,9,Skamania County               ,1,1,19692,0,0,0,0,0,0,0,0,0,1,1,19692,0,0,0,0,0,0,0,0,0
2018-01-01,53,61,4,9,Snohomish County              ,213,213,60594079,3,6,1314924,0,0,0,1,6,884602,212,212,60327988,3,6,1314924,0,0,0,1,6,884602
2019-05-01,53,5,4,9,Benton County                 ,106,106,32359805,0,0,0,0,0,0,1,9,886644,48,48,14393939,0,0,0,0,0,0,0,0,0
2019-05-01,53,11,4,9,Clark County                  ,216,216,68902664,8,16,3866369,0,0,0,14,259,20197052,76,76,21889457,8,16,3866369,0,0,0,12,238,18074774
2019-05-01,53,21,4,9,Franklin County               ,56,56,15520748,2,4,347280,0,0,0,0,0,0,10,10,3788431,0,0,0,0,0,0,0,0,0
2019-05-01,53,31,4,9,Jefferson County              ,23,23,4887550,0,0,0,0,0,0,0,0,0,11,11,2025454,0,0,0,0,0,0,0,0,0
